Cueanexo,Departamento,id_departamento,Común,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET
60093000,ADOLFO GONZALES CHAVES,6014,1.0,1.0,1.0,,,
60093200,ROQUE PEREZ,6693,1.0,,,1.0,,
60093300,ROQUE PEREZ,6693,1.0,,,1.0,,
60093400,ROQUE PEREZ,6693,1.0,,,1.0,,
60093500,ROQUE PEREZ,6693,1.0,,,1.0,,
60093700,GENERAL PINTO,6351,1.0,,,1.0,,
60093800,GENERAL PINTO,6351,1.0,,,1.0,,
60093900,GENERAL PINTO,6351,1.0,,,1.0,,
60094000,GENERAL PINTO,6351,1.0,,,1.0,,
60094100,GENERAL PINTO,6351,1.0,,,1.0,,
60094200,GENERAL PINTO,6351,1.0,,,1.0,,
60094300,GENERAL PINTO,6351,1.0,,,1.0,,
60094600,GENERAL PINTO,6351,1.0,,,1.0,,
60094700,GENERAL PINTO,6351,1.0,,,1.0,,
60094800,GENERAL PINTO,6351,1.0,,,1.0,,
60094900,GENERAL PINTO,6351,1.0,,,1.0,,
60095000,NAVARRO,6574,1.0,,,1.0,,
60095100,NAVARRO,6574,1.0,,,1.0,,
60095200,NAVARRO,6574,1.0,,,1.0,,
60095300,QUILMES,6658,1.0,,1.0,,,
60095600,QUILMES,6658,1.0,,1.0,,,
60095900,QUILMES,6658,1.0,,1.0,,,
60096100,QUILMES,6658,1.0,1.0,1.0,,,
60096200,QUILMES,6658,1.0,1.0,1.0,,,
60096300,QUILMES,6658,1.0,1.0,1.0,,,
60096400,QUILMES,6658,1.0,1.0,1.0,,,
60096500,QUILMES,6658,1.0,,,1.0,,
60096600,QUILMES,6658,1.0,,,1.0,,
60096800,QUILMES,6658,1.0,,,1.0,,
60097000,LA MATANZA,6427,1.0,,1.0,1.0,,
60097100,RIVADAVIA,6679,1.0,,,1.0,,
60097200,CHACABUCO,6210,1.0,,,1.0,,
60097400,CHACABUCO,6210,1.0,,,1.0,,
60097800,RAMALLO,6665,1.0,,,1.0,,
60097900,RAMALLO,6665,1.0,,,1.0,,
60098100,LA MATANZA,6427,1.0,,1.0,1.0,,
60098200,GENERAL VILLEGAS,6392,1.0,,,1.0,,
60098300,GENERAL VILLEGAS,6392,1.0,,,1.0,,
60098400,GENERAL VILLEGAS,6392,1.0,,,1.0,,
60098500,GENERAL VILLEGAS,6392,1.0,1.0,1.0,,,
60098600,GENERAL VILLEGAS,6392,1.0,,,1.0,,
60098700,GENERAL VILLEGAS,6392,1.0,1.0,1.0,,,
60098800,GENERAL VILLEGAS,6392,1.0,,,1.0,,
60099000,GENERAL VILLEGAS,6392,1.0,1.0,1.0,,,
60099100,GENERAL JUAN MADARIAGA,6315,,,,,,
60099101,GENERAL JUAN MADARIAGA,6315,,,,,,
60099102,GENERAL JUAN MADARIAGA,6315,,,,,,
60099200,PILAR,6638,1.0,,1.0,,,
60099300,PILAR,6638,1.0,,,1.0,,
60099400,PILAR,6638,1.0,,,1.0,,
60099600,PILAR,6638,1.0,,,,1.0,
60099700,PILAR,6638,1.0,1.0,1.0,,,
60099800,PILAR,6638,1.0,,,1.0,,
60100000,ALMIRANTE BROWN,6028,1.0,,1.0,,,
60100100,ALMIRANTE BROWN,6028,1.0,,1.0,,,
60100200,ALMIRANTE BROWN,6028,1.0,,,1.0,,
60100400,ALMIRANTE BROWN,6028,1.0,,,,1.0,
60100500,ALMIRANTE BROWN,6028,1.0,,,1.0,,
60100600,ALMIRANTE BROWN,6028,1.0,,,1.0,,
60101000,PUAN,6651,,,,,,
60101100,PUAN,6651,1.0,1.0,1.0,,,
60101400,PUAN,6651,1.0,,,1.0,,
60101600,PUAN,6651,1.0,,,1.0,,
60101700,LANUS,6434,1.0,,1.0,,,
60101800,LANUS,6434,1.0,,,,1.0,
60101900,LANUS,6434,1.0,,,1.0,,
60102000,LANUS,6434,,,,,,
60102100,LANUS,6434,1.0,,,1.0,,
60102200,SAN FERNANDO,6749,,,,,,
60102201,SAN FERNANDO,6749,,,,,,
60102202,SAN FERNANDO,6749,,,,,,
60102300,OLAVARRIA,6595,1.0,,,1.0,,
60102400,OLAVARRIA,6595,1.0,,,1.0,,
60102500,OLAVARRIA,6595,1.0,,,1.0,,
60102700,OLAVARRIA,6595,1.0,,,1.0,,
60102800,OLAVARRIA,6595,1.0,,,1.0,,
60102900,TRES DE FEBRERO,6840,1.0,,1.0,,,
60103000,TRES DE FEBRERO,6840,,,,,,
60103100,TRES DE FEBRERO,6840,1.0,,1.0,,,
60103200,TRES DE FEBRERO,6840,1.0,,1.0,1.0,,
60103300,TRES DE FEBRERO,6840,1.0,,,1.0,,
60103400,RAMALLO,6665,1.0,,,,1.0,
60103500,RAMALLO,6665,1.0,,,1.0,,
60103600,TAPALQUE,6798,1.0,,,1.0,,
60103700,TAPALQUE,6798,1.0,,,1.0,,
60103900,VICENTE LOPEZ,6861,1.0,1.0,1.0,,,
60104000,VICENTE LOPEZ,6861,1.0,,1.0,,,
60104200,EZEIZA,6270,1.0,,,,,
60104300,EZEIZA,6270,1.0,,,1.0,,
60104400,ADOLFO ALSINA,6007,1.0,1.0,1.0,,,
60104500,ADOLFO ALSINA,6007,1.0,,,1.0,,
60104600,ADOLFO ALSINA,6007,1.0,1.0,1.0,,,
60104700,EZEIZA,6270,1.0,,1.0,,,
60104800,EZEIZA,6270,1.0,,,1.0,,
60104900,LOMAS DE ZAMORA,6490,1.0,,1.0,,,
60105000,LOMAS DE ZAMORA,6490,1.0,,1.0,1.0,,
60105100,LOMAS DE ZAMORA,6490,1.0,,,1.0,,
60105200,LOMAS DE ZAMORA,6490,1.0,1.0,1.0,,,
60105300,SAN FERNANDO,6749,1.0,,,1.0,,
60105400,VICENTE LOPEZ,6861,1.0,,1.0,,,
60105800,NECOCHEA,6581,1.0,,,1.0,,
60105900,LOMAS DE ZAMORA,6490,1.0,,,1.0,,
60106000,LOMAS DE ZAMORA,6490,1.0,,1.0,,,
60106100,LOMAS DE ZAMORA,6490,1.0,,,,1.0,
60106200,LOMAS DE ZAMORA,6490,1.0,1.0,1.0,,,
60106300,LOMAS DE ZAMORA,6490,1.0,,,,1.0,
60106400,LOMAS DE ZAMORA,6490,1.0,,,1.0,,
60106500,MAGDALENA,6505,1.0,,,,,
60106501,MAGDALENA,6505,1.0,,,,,
60106600,MAGDALENA,6505,1.0,,,,1.0,
60106700,MAGDALENA,6505,1.0,,,1.0,,
60106800,MAGDALENA,6505,1.0,,1.0,1.0,,
60106900,MAGDALENA,6505,,,,,,
60106901,MAGDALENA,6505,,,,,,
60106902,MAGDALENA,6505,,,,,,
60107000,MAGDALENA,6505,1.0,,,1.0,,
60107100,MAGDALENA,6505,,,,,,
60107200,MAGDALENA,6505,1.0,1.0,1.0,,,
60107300,MAGDALENA,6505,1.0,,1.0,,,
60107400,MAGDALENA,6505,1.0,,,1.0,,
60107500,MAGDALENA,6505,1.0,1.0,1.0,,,
60107700,MAGDALENA,6505,1.0,,,1.0,,
60107800,MAGDALENA,6505,1.0,,,1.0,,
60107900,MAGDALENA,6505,1.0,,,1.0,,
60108000,MAGDALENA,6505,1.0,,,1.0,,
60108100,MAGDALENA,6505,1.0,,,1.0,,
60108300,MAGDALENA,6505,1.0,1.0,1.0,,,
60108400,MAGDALENA,6505,1.0,,,1.0,,
60108500,MAGDALENA,6505,1.0,,,1.0,,
60108700,TRES DE FEBRERO,6840,1.0,,,1.0,,
60108800,TRES DE FEBRERO,6840,1.0,,1.0,,,
60109000,TRES DE FEBRERO,6840,1.0,1.0,1.0,,,
60109100,TRES DE FEBRERO,6840,1.0,,1.0,,,
60109200,TRES DE FEBRERO,6840,1.0,,,1.0,,
60109300,BERAZATEGUI,6091,1.0,,,1.0,,
60109400,BERAZATEGUI,6091,1.0,,,1.0,,
60109700,BERAZATEGUI,6091,1.0,,1.0,,,
60109800,BERAZATEGUI,6091,1.0,,1.0,,,
60109900,BERAZATEGUI,6091,1.0,,,1.0,,
60110100,BERAZATEGUI,6091,1.0,,1.0,,,
60110400,BOLIVAR,6105,1.0,,1.0,,,
60110500,BOLIVAR,6105,1.0,,1.0,,,
60110600,TRES DE FEBRERO,6840,1.0,,1.0,,,
60110700,TRES DE FEBRERO,6840,1.0,,,1.0,,
60110800,TRES DE FEBRERO,6840,1.0,1.0,1.0,,,
60111000,TRES DE FEBRERO,6840,1.0,,,1.0,,
60111100,TRES DE FEBRERO,6840,1.0,1.0,1.0,,,
60111200,TRES DE FEBRERO,6840,1.0,,,1.0,,
60111500,VICENTE LOPEZ,6861,1.0,,,1.0,,
60111600,CHIVILCOY,6224,1.0,,,,,
60111800,BERAZATEGUI,6091,1.0,,,1.0,,
60111900,BERAZATEGUI,6091,1.0,1.0,1.0,,,
60112000,VICENTE LOPEZ,6861,1.0,,,,1.0,
60112100,VICENTE LOPEZ,6861,1.0,,,1.0,,
60112200,VICENTE LOPEZ,6861,1.0,,,,1.0,
60112500,TRES DE FEBRERO,6840,1.0,1.0,1.0,,,
60112700,TRES DE FEBRERO,6840,1.0,1.0,1.0,,,
60112800,TRES DE FEBRERO,6840,1.0,1.0,1.0,,,
60113000,ESTEBAN ECHEVERRIA,6260,1.0,,,1.0,,
60113100,ESTEBAN ECHEVERRIA,6260,1.0,,1.0,,,
60113200,ESTEBAN ECHEVERRIA,6260,1.0,,,,1.0,
60113300,BERAZATEGUI,6091,1.0,,,1.0,,
60113400,BERAZATEGUI,6091,1.0,,,1.0,,
60113500,CARMEN DE ARECO,6161,1.0,1.0,1.0,,,
60113600,CARMEN DE ARECO,6161,1.0,,,1.0,,
60113700,CARMEN DE ARECO,6161,1.0,,,1.0,,
60113900,CARMEN DE ARECO,6161,1.0,,,1.0,,
60114000,CARMEN DE ARECO,6161,1.0,,,1.0,,
60114100,CARMEN DE ARECO,6161,1.0,,,1.0,,
60114200,CARMEN DE ARECO,6161,1.0,1.0,1.0,,,
60114400,CARMEN DE ARECO,6161,1.0,,,1.0,,
60114500,CARMEN DE ARECO,6161,1.0,,,,1.0,1.0
60115100,BALCARCE,6063,1.0,,,1.0,,
60115200,BALCARCE,6063,1.0,,,1.0,,
60115300,BALCARCE,6063,1.0,,,1.0,,
60115500,SAN FERNANDO,6749,1.0,1.0,1.0,,,
60115600,BALCARCE,6063,1.0,,,1.0,,
60115800,BALCARCE,6063,1.0,,,1.0,,
60115900,BALCARCE,6063,1.0,,,1.0,,
60116000,BALCARCE,6063,1.0,,,1.0,,
60116100,BALCARCE,6063,1.0,,,1.0,,
60116300,BALCARCE,6063,1.0,,,1.0,,
60116500,SAN FERNANDO,6749,1.0,,1.0,,,
60116600,SAN FERNANDO,6749,1.0,,,1.0,,
60116700,SAN FERNANDO,6749,1.0,1.0,1.0,,,
60116800,SAN FERNANDO,6749,1.0,1.0,1.0,,,
60116900,SAN FERNANDO,6749,1.0,,,1.0,,
60117000,SAN FERNANDO,6749,1.0,1.0,1.0,,,
60117100,SAN FERNANDO,6749,1.0,1.0,1.0,,,
60117300,SAN FERNANDO,6749,1.0,,,1.0,,
60117400,SAN FERNANDO,6749,1.0,,,1.0,,
60117500,SAN FERNANDO,6749,1.0,,,1.0,,
60117700,SAN FERNANDO,6749,1.0,,,1.0,,
60117800,SAN FERNANDO,6749,1.0,,,1.0,,
60117900,SAN FERNANDO,6749,1.0,1.0,1.0,,,
60118000,SAN FERNANDO,6749,1.0,1.0,1.0,,,
60118100,SAN FERNANDO,6749,1.0,1.0,1.0,,,
60118200,SAN FERNANDO,6749,1.0,,,1.0,,
60118300,SAN FERNANDO,6749,1.0,,,1.0,,
60118400,SAN FERNANDO,6749,1.0,,,1.0,,
60118500,SAN FERNANDO,6749,1.0,,,1.0,,
60118600,SAN FERNANDO,6749,1.0,,,1.0,,
60118800,CARLOS TEJEDOR,6154,1.0,,,1.0,,
60118900,CARLOS TEJEDOR,6154,,,,,,
60119000,CORONEL PRINGLES,6196,1.0,,,1.0,,
60119100,CORONEL PRINGLES,6196,1.0,,,1.0,,
60119400,CORONEL PRINGLES,6196,1.0,,,1.0,,
60119800,CORONEL PRINGLES,6196,1.0,,,1.0,,
60120000,PUAN,6651,1.0,1.0,1.0,,,
60120100,PUAN,6651,1.0,1.0,1.0,,,
60120200,PUAN,6651,,,,,,
60120300,PUAN,6651,1.0,,,1.0,,
60120400,PUAN,6651,1.0,,,1.0,,
60120500,PUAN,6651,1.0,,,1.0,,
60120600,PUAN,6651,1.0,,,1.0,,
60120700,PUAN,6651,1.0,,,1.0,,
60120800,PUAN,6651,1.0,,,1.0,,
60121200,PUAN,6651,1.0,,,,1.0,
60121201,PUAN,6651,1.0,,,,1.0,
60121300,BENITO JUAREZ,6084,1.0,1.0,1.0,,,
60121400,BENITO JUAREZ,6084,1.0,,,1.0,,
60121500,BENITO JUAREZ,6084,1.0,,1.0,,,
60121600,BENITO JUAREZ,6084,1.0,,,1.0,,
60121700,BENITO JUAREZ,6084,1.0,1.0,1.0,,,
60121900,TAPALQUE,6798,1.0,,,1.0,,
60122000,BOLIVAR,6105,1.0,,,1.0,,
60122200,CORONEL SUAREZ,6203,1.0,,,1.0,,
60122500,CORONEL SUAREZ,6203,1.0,,,1.0,,
60122600,CORONEL SUAREZ,6203,1.0,,,1.0,,
60122900,CORONEL SUAREZ,6203,1.0,,,1.0,,
60123000,CORONEL SUAREZ,6203,1.0,,,1.0,,
60123100,SAN NICOLAS,6763,1.0,,,1.0,,
60123200,SAN NICOLAS,6763,,,,,,
60123300,SAN NICOLAS,6763,1.0,1.0,1.0,,,
60123400,SAN NICOLAS,6763,,,,,,
60123401,SAN NICOLAS,6763,,,,,,
60123402,SAN NICOLAS,6763,,,,,,
60123403,SAN NICOLAS,6763,,,,,,
60123500,25 DE MAYO,6854,1.0,1.0,1.0,,,
60123700,25 DE MAYO,6854,1.0,,,,1.0,
60123800,25 DE MAYO,6854,1.0,,,,1.0,1.0
60123900,25 DE MAYO,6854,1.0,,,1.0,,
60124000,25 DE MAYO,6854,1.0,,,1.0,,
60124100,25 DE MAYO,6854,1.0,,1.0,1.0,,
60124200,25 DE MAYO,6854,1.0,,,1.0,,
60124300,25 DE MAYO,6854,1.0,,,1.0,,
60124400,25 DE MAYO,6854,1.0,,,1.0,,
60124600,25 DE MAYO,6854,1.0,1.0,1.0,,,
60124700,25 DE MAYO,6854,,,,,,
60124800,25 DE MAYO,6854,1.0,,,1.0,,
60124900,25 DE MAYO,6854,,,,,,
60125000,25 DE MAYO,6854,1.0,,,1.0,,
60125100,25 DE MAYO,6854,1.0,,,1.0,,
60125200,25 DE MAYO,6854,1.0,,,1.0,,
60125300,25 DE MAYO,6854,1.0,,,1.0,,
60125400,25 DE MAYO,6854,1.0,,,1.0,,
60125500,25 DE MAYO,6854,1.0,,1.0,1.0,,
60125800,25 DE MAYO,6854,1.0,,,1.0,,
60125900,25 DE MAYO,6854,1.0,,,1.0,,
60126000,25 DE MAYO,6854,1.0,1.0,1.0,,,
60126100,25 DE MAYO,6854,1.0,,,1.0,,
60126300,25 DE MAYO,6854,1.0,1.0,1.0,1.0,,
60126500,25 DE MAYO,6854,1.0,1.0,1.0,,,
60126600,25 DE MAYO,6854,1.0,,,1.0,,
60126700,25 DE MAYO,6854,1.0,,1.0,1.0,,
60126800,25 DE MAYO,6854,1.0,,,1.0,,
60127000,25 DE MAYO,6854,1.0,,,1.0,,
60127200,25 DE MAYO,6854,1.0,,,1.0,,
60127500,BRAGADO,6112,1.0,,,1.0,,
60127700,BRAGADO,6112,1.0,,,1.0,,
60128100,BRAGADO,6112,1.0,,,1.0,,
60128200,BRAGADO,6112,1.0,,,1.0,,
60128300,BRAGADO,6112,1.0,,,,,
60128500,BRAGADO,6112,1.0,,,1.0,,
60128700,BRAGADO,6112,1.0,,,1.0,,
60128800,BRAGADO,6112,1.0,,,1.0,,
60128900,BRAGADO,6112,1.0,,,1.0,,
60129000,BRAGADO,6112,1.0,,,1.0,,
60129100,BRAGADO,6112,1.0,,,1.0,,
60129200,CAÑUELAS,6134,,,,,,
60129300,CAÑUELAS,6134,,,,,,
60129301,CAÑUELAS,6134,,,,,,
60129302,CAÑUELAS,6134,,,,,,
60129500,CAÑUELAS,6134,1.0,,,1.0,,
60129600,CAÑUELAS,6134,1.0,,1.0,,,
60129800,CAÑUELAS,6134,1.0,,,1.0,,
60129900,CAÑUELAS,6134,1.0,,,1.0,,
60130200,RAUCH,6672,1.0,,,1.0,,
60130300,RAUCH,6672,1.0,,,1.0,,
60130500,RAUCH,6672,1.0,,,1.0,,
60130600,RAUCH,6672,1.0,,,1.0,,
60130900,RAUCH,6672,1.0,,,1.0,,
60131000,RAUCH,6672,1.0,,,1.0,,
60131100,RAUCH,6672,1.0,,1.0,,,
60131300,RAUCH,6672,1.0,,,1.0,,
60131500,RAUCH,6672,1.0,,,1.0,,
60131600,RAUCH,6672,1.0,,,1.0,,
60131700,RAUCH,6672,1.0,,,1.0,,
60131900,RAUCH,6672,1.0,,,1.0,,
60132000,RAUCH,6672,1.0,,,,1.0,
60132100,CAÑUELAS,6134,1.0,,,1.0,,
60132200,LA MATANZA,6427,1.0,,,1.0,,
60132300,TIGRE,6805,1.0,,1.0,,,
60132400,TIGRE,6805,1.0,,,1.0,,
60132500,TIGRE,6805,1.0,1.0,1.0,,,
60132600,TIGRE,6805,1.0,,1.0,,,
60132700,TIGRE,6805,1.0,,1.0,,,
60132800,TIGRE,6805,1.0,,1.0,,,
60132900,TIGRE,6805,1.0,,,1.0,,
60133000,TIGRE,6805,1.0,,1.0,,,
60133100,TIGRE,6805,1.0,,1.0,,,
60133200,SAN NICOLAS,6763,1.0,1.0,1.0,,,
60133300,SAN NICOLAS,6763,1.0,,,1.0,,
60133400,SAN NICOLAS,6763,1.0,,,1.0,,
60133500,SAN NICOLAS,6763,1.0,,1.0,,,
60133600,ALMIRANTE BROWN,6028,1.0,,1.0,,,
60133700,ALMIRANTE BROWN,6028,1.0,,1.0,,,
60134000,ALMIRANTE BROWN,6028,1.0,,,1.0,,
60134100,FLORENCIO VARELA,6274,1.0,,1.0,,,
60134200,FLORENCIO VARELA,6274,1.0,,,1.0,,
60134300,ADOLFO ALSINA,6007,,,,,,
60134400,ADOLFO ALSINA,6007,1.0,1.0,1.0,,,
60134500,ROQUE PEREZ,6693,1.0,,,1.0,,
60134600,ROQUE PEREZ,6693,1.0,,,1.0,,
60134700,ROQUE PEREZ,6693,1.0,,,1.0,,
60134900,ADOLFO ALSINA,6007,1.0,1.0,1.0,,,
60135000,ALMIRANTE BROWN,6028,1.0,,1.0,,,
60135100,ALMIRANTE BROWN,6028,1.0,,1.0,,,
60135200,ALMIRANTE BROWN,6028,1.0,,,1.0,,
60135300,ALMIRANTE BROWN,6028,1.0,,,1.0,,
60135400,ALMIRANTE BROWN,6028,1.0,,,1.0,,
60135500,ALMIRANTE BROWN,6028,1.0,,1.0,,,
60135800,ADOLFO ALSINA,6007,,,,,,
60135900,SAN NICOLAS,6763,1.0,,,1.0,,
60136000,ADOLFO ALSINA,6007,1.0,,1.0,,,
60136100,LA MATANZA,6427,1.0,1.0,1.0,,,
60136200,LA MATANZA,6427,1.0,,,1.0,,
60136300,LA MATANZA,6427,1.0,,,1.0,,
60136400,CORONEL PRINGLES,6196,1.0,,,1.0,,
60136500,LA MATANZA,6427,1.0,,1.0,1.0,,
60136900,TIGRE,6805,1.0,,,1.0,,
60137200,BOLIVAR,6105,1.0,,,1.0,,
60137300,TIGRE,6805,1.0,,1.0,,,
60137400,BOLIVAR,6105,1.0,,,,1.0,1.0
60137500,ROQUE PEREZ,6693,1.0,1.0,1.0,,,
60137600,ROQUE PEREZ,6693,1.0,1.0,1.0,,,
60137700,RAMALLO,6665,,,,,,
60137800,SAN NICOLAS,6763,1.0,1.0,1.0,,,
60137900,SAN NICOLAS,6763,1.0,,,1.0,,
60138000,ALMIRANTE BROWN,6028,1.0,1.0,1.0,,,
60138100,ALMIRANTE BROWN,6028,1.0,1.0,1.0,,,
60138200,ALMIRANTE BROWN,6028,1.0,,1.0,,,
60138300,ALMIRANTE BROWN,6028,1.0,,1.0,,,
60138400,RAMALLO,6665,1.0,,,1.0,,
60138500,RAMALLO,6665,1.0,,1.0,,,
60138600,RAMALLO,6665,1.0,1.0,1.0,,,
60138800,CHIVILCOY,6224,1.0,,,1.0,,
60138900,LA MATANZA,6427,1.0,,,1.0,,
60139100,FLORENCIO VARELA,6274,1.0,,,1.0,,
60139300,LA MATANZA,6427,1.0,,1.0,1.0,,
60139400,FLORENCIO VARELA,6274,1.0,,,1.0,,
60139500,PEHUAJO,6609,1.0,,,,,
60139600,PEHUAJO,6609,1.0,,,1.0,,
60139700,PEHUAJO,6609,1.0,,,1.0,,
60139800,PEHUAJO,6609,1.0,,,1.0,,
60139900,PEHUAJO,6609,1.0,,,1.0,,
60140000,ZARATE,6882,1.0,,,1.0,,
60140100,ZARATE,6882,1.0,,,1.0,,
60140200,ZARATE,6882,1.0,,,1.0,,
60140300,ESCOBAR,6252,1.0,,,1.0,,
60140400,ESCOBAR,6252,1.0,,,1.0,,
60140500,ESCOBAR,6252,1.0,,,,1.0,
60140600,ESCOBAR,6252,1.0,,,1.0,,
60140800,ESCOBAR,6252,1.0,,1.0,,,
60140900,ESCOBAR,6252,1.0,,1.0,,,
60141100,ESCOBAR,6252,1.0,,1.0,,,
60141200,ESCOBAR,6252,1.0,,1.0,,,
60141300,ESCOBAR,6252,1.0,,,1.0,,
60141400,ESCOBAR,6252,1.0,,,1.0,,
60141500,ESCOBAR,6252,1.0,,,1.0,,
60141600,ESCOBAR,6252,1.0,,1.0,,,
60141700,HIPOLITO YRIGOYEN,6406,1.0,1.0,1.0,,,
60141900,HIPOLITO YRIGOYEN,6406,1.0,,,1.0,,
60142000,HIPOLITO YRIGOYEN,6406,1.0,,,1.0,,
60142300,HIPOLITO YRIGOYEN,6406,1.0,,,1.0,,
60142400,HIPOLITO YRIGOYEN,6406,1.0,,,1.0,,
60142500,ENSENADA,6245,1.0,,,1.0,,
60142600,ENSENADA,6245,1.0,,1.0,,,
60142700,ENSENADA,6245,1.0,1.0,1.0,,,
60142800,ENSENADA,6245,1.0,1.0,1.0,,,
60142900,ENSENADA,6245,,,,,,
60143000,ENSENADA,6245,1.0,,,1.0,,
60143100,ENSENADA,6245,1.0,,,1.0,,
60143200,ENSENADA,6245,1.0,,,,,
60143201,LA PLATA,6441,1.0,,,,,
60143202,LA PLATA,6441,1.0,,,,,
60143300,ENSENADA,6245,1.0,1.0,1.0,,,
60143400,ENSENADA,6245,1.0,1.0,1.0,,,
60143700,SALTO,6714,1.0,,,,1.0,
60143800,SALTO,6714,1.0,,,1.0,,
60143900,SALTO,6714,1.0,,,1.0,,
60144100,SALTO,6714,1.0,,,,1.0,
60144200,SALTO,6714,1.0,,,1.0,,
60144300,CORONEL DE MARINA L ROSALES,6182,1.0,,,1.0,,
60144400,CORONEL DE MARINA L ROSALES,6182,1.0,1.0,1.0,,,
60144500,CORONEL DE MARINA L ROSALES,6182,1.0,,,1.0,,
60144600,BAHIA BLANCA,6056,1.0,,,,1.0,
60144700,BAHIA BLANCA,6056,1.0,1.0,1.0,,,
60144800,LA MATANZA,6427,1.0,,,1.0,,
60144900,SALTO,6714,,,,,,
60144901,SALTO,6714,,,,,,
60144902,SALTO,6714,,,,,,
60144903,SALTO,6714,,,,,,
60145300,PEHUAJO,6609,1.0,,1.0,,,
60145400,PEHUAJO,6609,1.0,,,1.0,,
60145500,ALMIRANTE BROWN,6028,1.0,,,1.0,,
60145600,ALMIRANTE BROWN,6028,1.0,,,1.0,,
60145700,ALMIRANTE BROWN,6028,1.0,,,1.0,,
60145800,ALMIRANTE BROWN,6028,1.0,,,,1.0,
60145900,ROQUE PEREZ,6693,1.0,,,1.0,,
60146000,ROQUE PEREZ,6693,1.0,,,1.0,,
60146100,ALMIRANTE BROWN,6028,1.0,,,,1.0,1.0
60146200,ALMIRANTE BROWN,6028,1.0,,1.0,,,
60146300,LEANDRO N. ALEM,6462,1.0,1.0,1.0,,,
60146400,LEANDRO N. ALEM,6462,1.0,,,1.0,,
60146500,LEANDRO N. ALEM,6462,1.0,,,1.0,,
60146600,LEANDRO N. ALEM,6462,1.0,,,1.0,,
60146700,LEANDRO N. ALEM,6462,1.0,,,1.0,,
60146800,CHIVILCOY,6224,1.0,,,1.0,,
60147100,MARCOS PAZ,6525,1.0,,1.0,,,
60147200,PERGAMINO,6623,1.0,1.0,1.0,,,
60147300,PERGAMINO,6623,1.0,,,,1.0,
60147400,PERGAMINO,6623,1.0,,,1.0,,
60147500,PERGAMINO,6623,,,,,,
60147501,PERGAMINO,6623,,,,,,
60147502,PERGAMINO,6623,,,,,,
60147503,PERGAMINO,6623,,,,,,
60147600,PERGAMINO,6623,1.0,,,1.0,,
60147800,PERGAMINO,6623,1.0,1.0,1.0,,,
60147900,LEANDRO N. ALEM,6462,1.0,,,,1.0,1.0
60148000,MORON,6568,1.0,,,1.0,,
60148100,MORON,6568,1.0,,1.0,,,
60148200,MORON,6568,1.0,,,1.0,,
60148300,LA PLATA,6441,1.0,,,,1.0,
60148400,LOMAS DE ZAMORA,6490,1.0,,,1.0,,
60148600,LA MATANZA,6427,1.0,,,1.0,,
60148800,LA MATANZA,6427,1.0,,,1.0,,
60148900,LA MATANZA,6427,1.0,,,1.0,,
60149600,LA MATANZA,6427,,,,,,
60149601,LA MATANZA,6427,,,,,,
60149602,LA MATANZA,6427,,,,,,
60149603,LA MATANZA,6427,,,,,,
60149700,LA MATANZA,6427,1.0,1.0,1.0,,,
60150100,ESCOBAR,6252,1.0,1.0,1.0,1.0,,
60150200,ESCOBAR,6252,,,,,,
60150300,ESCOBAR,6252,1.0,,1.0,,,
60150400,ESCOBAR,6252,1.0,,1.0,,,
60150500,ESCOBAR,6252,1.0,,1.0,,,
60150800,ESCOBAR,6252,1.0,,,1.0,,
60150900,ROQUE PEREZ,6693,1.0,,,1.0,,
60151000,ROQUE PEREZ,6693,1.0,,,1.0,,
60151200,BERAZATEGUI,6091,1.0,,,1.0,,
60151300,BERAZATEGUI,6091,1.0,1.0,1.0,,,
60151500,CHIVILCOY,6224,1.0,,,1.0,,
60151700,CHIVILCOY,6224,1.0,1.0,1.0,,,
60151800,VICENTE LOPEZ,6861,1.0,,,1.0,,
60151900,ZARATE,6882,1.0,,,1.0,,
60152000,ZARATE,6882,1.0,1.0,1.0,,,
60152100,DAIREAUX,6231,1.0,,,,1.0,
60152300,DAIREAUX,6231,1.0,,,1.0,,
60152400,DAIREAUX,6231,1.0,,,1.0,,
60152500,DAIREAUX,6231,1.0,,,1.0,,
60152600,DAIREAUX,6231,1.0,,,1.0,,
60152700,DAIREAUX,6231,1.0,,,1.0,,
60153000,DAIREAUX,6231,1.0,,,1.0,,
60153100,DAIREAUX,6231,1.0,,,1.0,,
60153200,DAIREAUX,6231,1.0,,,1.0,,
60153300,DAIREAUX,6231,1.0,1.0,1.0,,,
60153500,CHIVILCOY,6224,1.0,,,1.0,,
60153600,GENERAL ALVARADO,6280,1.0,,,1.0,,
60153800,GENERAL ALVARADO,6280,1.0,,,1.0,,
60153900,SAN VICENTE,6778,,,,,,
60154000,GENERAL PAZ,6343,1.0,,,1.0,,
60154100,GENERAL PAZ,6343,1.0,,,1.0,,
60154200,GENERAL PAZ,6343,1.0,,,1.0,,
60154300,LOMAS DE ZAMORA,6490,1.0,,,1.0,,
60154400,LOMAS DE ZAMORA,6490,1.0,1.0,1.0,,,
60154600,LOMAS DE ZAMORA,6490,1.0,,,1.0,,
60154700,LOMAS DE ZAMORA,6490,1.0,,1.0,1.0,,
60154800,LOMAS DE ZAMORA,6490,1.0,,,1.0,,
60154900,LA MATANZA,6427,1.0,,,1.0,,
