Cueanexo,Jurisdicción,Código de departamento,Común,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario
20048900,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20049000,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20049100,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20049200,Ciudad de Buenos Aires,2103,1.0,,1.0,,
20049300,Ciudad de Buenos Aires,2115,1.0,1.0,1.0,1.0,1.0
20049400,Ciudad de Buenos Aires,2115,1.0,,,,1.0
20049500,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20049600,Ciudad de Buenos Aires,2113,1.0,,1.0,1.0,1.0
20049700,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20049800,Ciudad de Buenos Aires,2104,,,,,
20049900,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20050000,Ciudad de Buenos Aires,2113,1.0,,,,1.0
20050200,Ciudad de Buenos Aires,2113,1.0,,1.0,1.0,1.0
20050300,Ciudad de Buenos Aires,2104,1.0,1.0,1.0,1.0,1.0
20050400,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20050500,Ciudad de Buenos Aires,2103,,,,,
20050600,Ciudad de Buenos Aires,2103,1.0,,,,1.0
20050800,Ciudad de Buenos Aires,2104,1.0,,1.0,1.0,1.0
20050900,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20051100,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,
20051101,Ciudad de Buenos Aires,2113,1.0,,,,1.0
20051200,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,1.0,1.0
20051300,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20051301,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,,
20051302,Ciudad de Buenos Aires,2109,1.0,,,,1.0
20051400,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20051600,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20051800,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20051900,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20052000,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20052100,Ciudad de Buenos Aires,2104,1.0,1.0,1.0,1.0,1.0
20052300,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20052400,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20052500,Ciudad de Buenos Aires,2101,1.0,1.0,1.0,1.0,
20052600,Ciudad de Buenos Aires,2113,1.0,,,,
20052700,Ciudad de Buenos Aires,2113,1.0,,,1.0,1.0
20052800,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20053000,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20053100,Ciudad de Buenos Aires,2113,1.0,,,,
20053200,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,
20053300,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20053400,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20053500,Ciudad de Buenos Aires,2113,1.0,,1.0,1.0,1.0
20053600,Ciudad de Buenos Aires,2101,1.0,,1.0,1.0,1.0
20053601,Ciudad de Buenos Aires,2108,1.0,,,,
20053700,Ciudad de Buenos Aires,2103,,,,,
20053800,Ciudad de Buenos Aires,2101,,,,,
20053900,Ciudad de Buenos Aires,2105,1.0,,,,
20054000,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20054100,Ciudad de Buenos Aires,2104,1.0,,1.0,1.0,1.0
20054200,Ciudad de Buenos Aires,2104,1.0,1.0,1.0,,
20054300,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20054400,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20054500,Ciudad de Buenos Aires,2115,1.0,1.0,1.0,1.0,
20054600,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20054700,Ciudad de Buenos Aires,2114,,,,,
20054900,Ciudad de Buenos Aires,2104,,,,,
20055100,Ciudad de Buenos Aires,2105,,,,,
20055101,Ciudad de Buenos Aires,2101,,,,,
20055300,Ciudad de Buenos Aires,2115,,,,,
20055400,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20055401,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20055402,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20055403,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20055404,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20055500,Ciudad de Buenos Aires,2103,1.0,,,,1.0
20055600,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20055700,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20055800,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20055900,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,,
20056000,Ciudad de Buenos Aires,2112,1.0,,1.0,1.0,1.0
20056100,Ciudad de Buenos Aires,2101,1.0,1.0,1.0,1.0,1.0
20056200,Ciudad de Buenos Aires,2101,1.0,,1.0,1.0,1.0
20056300,Ciudad de Buenos Aires,2103,1.0,,,,1.0
20056400,Ciudad de Buenos Aires,2101,1.0,,,,
20056500,Ciudad de Buenos Aires,2101,1.0,,1.0,1.0,1.0
20056600,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20056700,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20056800,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20057000,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20057100,Ciudad de Buenos Aires,2108,1.0,,1.0,1.0,1.0
20057200,Ciudad de Buenos Aires,2102,1.0,,1.0,1.0,1.0
20057500,Ciudad de Buenos Aires,2115,1.0,1.0,1.0,1.0,
20057800,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20057900,Ciudad de Buenos Aires,2103,1.0,1.0,1.0,1.0,1.0
20058000,Ciudad de Buenos Aires,2103,1.0,,1.0,,
20058001,Ciudad de Buenos Aires,2103,1.0,,1.0,,
20058100,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20058200,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20058300,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20058400,Ciudad de Buenos Aires,2101,1.0,,,1.0,1.0
20058401,Ciudad de Buenos Aires,2104,1.0,,,,
20058500,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,
20058800,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20058801,Ciudad de Buenos Aires,2113,1.0,,,,1.0
20058900,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20059200,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20059300,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20059400,Ciudad de Buenos Aires,2112,1.0,,,1.0,1.0
20059401,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,,
20059500,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20059600,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20059800,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20059900,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20060000,Ciudad de Buenos Aires,2104,1.0,,1.0,1.0,1.0
20060100,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20060200,Ciudad de Buenos Aires,2102,1.0,,,,1.0
20060300,Ciudad de Buenos Aires,2103,1.0,,,,
20060500,Ciudad de Buenos Aires,2103,1.0,1.0,1.0,1.0,1.0
20060600,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20060700,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20061100,Ciudad de Buenos Aires,2107,1.0,,,,1.0
20061200,Ciudad de Buenos Aires,2107,1.0,,,,1.0
20061300,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,1.0,1.0
20061400,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,
20061500,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20061600,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,1.0,
20061700,Ciudad de Buenos Aires,2101,1.0,,1.0,,
20061703,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20061704,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20061800,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20061900,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20062000,Ciudad de Buenos Aires,2104,1.0,,1.0,1.0,1.0
20062100,Ciudad de Buenos Aires,2104,1.0,1.0,1.0,,
20062200,Ciudad de Buenos Aires,2113,1.0,,,,1.0
20062300,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20062400,Ciudad de Buenos Aires,2113,1.0,1.0,1.0,1.0,1.0
20062600,Ciudad de Buenos Aires,2104,,,,,
20062800,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20062900,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20063000,Ciudad de Buenos Aires,2101,1.0,1.0,1.0,,
20063100,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20063200,Ciudad de Buenos Aires,2101,1.0,,1.0,1.0,
20063300,Ciudad de Buenos Aires,2101,1.0,,1.0,1.0,1.0
20063500,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20063700,Ciudad de Buenos Aires,2108,1.0,,,,1.0
20063800,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20063900,Ciudad de Buenos Aires,2108,1.0,1.0,1.0,,
20064100,Ciudad de Buenos Aires,2108,1.0,,1.0,1.0,1.0
20064200,Ciudad de Buenos Aires,2102,1.0,1.0,1.0,1.0,
20064300,Ciudad de Buenos Aires,2103,1.0,,,,1.0
20064400,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20064500,Ciudad de Buenos Aires,2102,1.0,,,1.0,
20064600,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20064700,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,,
20064800,Ciudad de Buenos Aires,2102,1.0,,,1.0,
20064900,Ciudad de Buenos Aires,2108,1.0,,,,1.0
20065000,Ciudad de Buenos Aires,2101,1.0,,,1.0,1.0
20065100,Ciudad de Buenos Aires,2105,,,,,
20065200,Ciudad de Buenos Aires,2103,1.0,,,,1.0
20065300,Ciudad de Buenos Aires,2115,1.0,1.0,1.0,1.0,1.0
20065400,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20065500,Ciudad de Buenos Aires,2105,1.0,,1.0,1.0,1.0
20065600,Ciudad de Buenos Aires,2105,1.0,,,1.0,
20065800,Ciudad de Buenos Aires,2105,1.0,,1.0,1.0,1.0
20065900,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20066000,Ciudad de Buenos Aires,2105,1.0,,,1.0,
20066100,Ciudad de Buenos Aires,2105,1.0,,,1.0,
20066200,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20066300,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,1.0,1.0
20066400,Ciudad de Buenos Aires,2110,1.0,,1.0,1.0,1.0
20066600,Ciudad de Buenos Aires,2108,1.0,,1.0,,
20066700,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20066800,Ciudad de Buenos Aires,2108,1.0,1.0,1.0,1.0,1.0
20066900,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20067000,Ciudad de Buenos Aires,2102,1.0,,1.0,1.0,
20067200,Ciudad de Buenos Aires,2108,1.0,,,,1.0
20067201,Ciudad de Buenos Aires,2108,1.0,1.0,1.0,1.0,
20067300,Ciudad de Buenos Aires,2102,1.0,1.0,1.0,1.0,1.0
20067400,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,1.0
20067500,Ciudad de Buenos Aires,2102,1.0,1.0,1.0,1.0,1.0
20067600,Ciudad de Buenos Aires,2104,1.0,,1.0,1.0,1.0
20067700,Ciudad de Buenos Aires,2110,1.0,,1.0,1.0,1.0
20067800,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20068000,Ciudad de Buenos Aires,2110,1.0,,,,1.0
20068100,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20068300,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,1.0,1.0
20068400,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,1.0,1.0
20068500,Ciudad de Buenos Aires,2105,1.0,1.0,1.0,1.0,1.0
20068600,Ciudad de Buenos Aires,2115,1.0,1.0,1.0,1.0,1.0
20068700,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20068900,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20069000,Ciudad de Buenos Aires,2103,1.0,1.0,1.0,1.0,1.0
20069100,Ciudad de Buenos Aires,2103,1.0,,1.0,1.0,1.0
20069200,Ciudad de Buenos Aires,2103,1.0,,,,
20069400,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20069500,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,,
20069502,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20069504,Ciudad de Buenos Aires,2110,1.0,,1.0,,
20069600,Ciudad de Buenos Aires,2102,1.0,1.0,1.0,1.0,1.0
20069700,Ciudad de Buenos Aires,2110,,,,,
20069800,Ciudad de Buenos Aires,2108,,,,,
20069900,Ciudad de Buenos Aires,2102,1.0,1.0,1.0,1.0,1.0
20070000,Ciudad de Buenos Aires,2102,1.0,1.0,1.0,1.0,1.0
20070100,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20070200,Ciudad de Buenos Aires,2104,1.0,,1.0,,
20070300,Ciudad de Buenos Aires,2108,1.0,1.0,1.0,,
20070400,Ciudad de Buenos Aires,2101,1.0,,,,
20070500,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20070600,Ciudad de Buenos Aires,2112,1.0,,1.0,,
20070601,Ciudad de Buenos Aires,2112,1.0,,1.0,,
20070602,Ciudad de Buenos Aires,2112,1.0,,1.0,,
20070603,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,,
20070700,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20070800,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,1.0
20070900,Ciudad de Buenos Aires,2114,1.0,,1.0,,
20071000,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20071100,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20071300,Ciudad de Buenos Aires,2102,1.0,,1.0,,
20071302,Ciudad de Buenos Aires,2102,1.0,,1.0,,
20071303,Ciudad de Buenos Aires,2102,1.0,,1.0,,
20071400,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20071500,Ciudad de Buenos Aires,2102,1.0,,,,
20071600,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,1.0
20071700,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,1.0
20071800,Ciudad de Buenos Aires,2114,1.0,,1.0,1.0,1.0
20072000,Ciudad de Buenos Aires,2103,1.0,,,,
20072100,Ciudad de Buenos Aires,2102,1.0,1.0,1.0,1.0,1.0
20072200,Ciudad de Buenos Aires,2110,,,,,
20072300,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,1.0,1.0
20072400,Ciudad de Buenos Aires,2112,1.0,,,,1.0
20072600,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20072700,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20072800,Ciudad de Buenos Aires,2115,1.0,,,,1.0
20072801,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20072802,Ciudad de Buenos Aires,2115,1.0,1.0,1.0,,
20072900,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,1.0
20073000,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20073100,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20073200,Ciudad de Buenos Aires,2115,,,,,
20073300,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,1.0
20073500,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20073600,Ciudad de Buenos Aires,2108,1.0,,,1.0,
20073601,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,,
20073700,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20073701,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20073702,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20073703,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20073800,Ciudad de Buenos Aires,2109,1.0,1.0,1.0,1.0,1.0
20073900,Ciudad de Buenos Aires,2114,1.0,,,,1.0
20073901,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,
20074000,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,1.0
20074100,Ciudad de Buenos Aires,2103,1.0,1.0,1.0,1.0,
20074300,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20074400,Ciudad de Buenos Aires,2102,1.0,,,,1.0
20074500,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20074600,Ciudad de Buenos Aires,2110,1.0,,,,1.0
20074700,Ciudad de Buenos Aires,2102,1.0,1.0,1.0,1.0,1.0
20074800,Ciudad de Buenos Aires,2101,1.0,1.0,1.0,1.0,1.0
20074900,Ciudad de Buenos Aires,2101,1.0,,1.0,1.0,1.0
20075000,Ciudad de Buenos Aires,2110,,,,,
20075100,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20075200,Ciudad de Buenos Aires,2101,,,,,
20075300,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,1.0,1.0
20075500,Ciudad de Buenos Aires,2106,1.0,,,,1.0
20075600,Ciudad de Buenos Aires,2106,1.0,,,,1.0
20075700,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,,
20075800,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20076000,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20076100,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20076200,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20076300,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20076500,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20076600,Ciudad de Buenos Aires,2105,1.0,,1.0,1.0,
20076700,Ciudad de Buenos Aires,2106,1.0,,,,1.0
20076701,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,1.0,
20076800,Ciudad de Buenos Aires,2101,1.0,,1.0,1.0,1.0
20076900,Ciudad de Buenos Aires,2101,1.0,,1.0,1.0,
20077000,Ciudad de Buenos Aires,2104,,,,,
20077100,Ciudad de Buenos Aires,2101,,,,,
20077200,Ciudad de Buenos Aires,2104,1.0,,,1.0,
20077400,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20077500,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20077600,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,1.0,1.0
20077800,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20077900,Ciudad de Buenos Aires,2110,1.0,,,,1.0
20078000,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20078100,Ciudad de Buenos Aires,2110,1.0,,1.0,1.0,1.0
20078300,Ciudad de Buenos Aires,2112,1.0,,1.0,1.0,1.0
20078400,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20078500,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,1.0
20078600,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20078700,Ciudad de Buenos Aires,2114,,,,,
20078900,Ciudad de Buenos Aires,2101,1.0,,1.0,1.0,
20079000,Ciudad de Buenos Aires,2101,1.0,,1.0,,
20079100,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20079300,Ciudad de Buenos Aires,2104,,,,,
20079400,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20079500,Ciudad de Buenos Aires,2101,1.0,,,,
20079700,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,,
20079900,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20080000,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,,
20080001,Ciudad de Buenos Aires,2113,1.0,,1.0,,
20080002,Ciudad de Buenos Aires,2114,1.0,,1.0,,
20080300,Ciudad de Buenos Aires,2114,1.0,,1.0,,
20080500,Ciudad de Buenos Aires,2113,1.0,,,1.0,
20080800,Ciudad de Buenos Aires,2114,1.0,,,,1.0
20080900,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20081000,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,,
20081100,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20081300,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20081400,Ciudad de Buenos Aires,2114,1.0,,,1.0,
20081600,Ciudad de Buenos Aires,2103,1.0,1.0,1.0,,
20081800,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20082000,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20082200,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,1.0
20082300,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,1.0
20082400,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20082500,Ciudad de Buenos Aires,2112,1.0,,,,1.0
20082600,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20082800,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,1.0,1.0
20082900,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20083000,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20083100,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20083200,Ciudad de Buenos Aires,2107,1.0,,1.0,1.0,
20083300,Ciudad de Buenos Aires,2107,1.0,,1.0,1.0,1.0
20083400,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,1.0,1.0
20083500,Ciudad de Buenos Aires,2114,1.0,,,,1.0
20083800,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20083900,Ciudad de Buenos Aires,2103,1.0,,,,1.0
20084000,Ciudad de Buenos Aires,2103,1.0,,,,1.0
20084300,Ciudad de Buenos Aires,2104,1.0,,,,1.0
20084500,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,1.0
20084600,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20084800,Ciudad de Buenos Aires,2107,1.0,,1.0,,
20084801,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20084802,Ciudad de Buenos Aires,2111,1.0,,1.0,,
20084804,Ciudad de Buenos Aires,2107,1.0,,1.0,,
20084900,Ciudad de Buenos Aires,2111,1.0,,,,1.0
20085000,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20085100,Ciudad de Buenos Aires,2111,,,,,
20085200,Ciudad de Buenos Aires,2105,1.0,,,,
20085400,Ciudad de Buenos Aires,2105,1.0,,,,
20085500,Ciudad de Buenos Aires,2105,1.0,1.0,1.0,1.0,1.0
20085600,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,
20085800,Ciudad de Buenos Aires,2111,,,,,
20085900,Ciudad de Buenos Aires,2111,1.0,,,,1.0
20086000,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,1.0
20086200,Ciudad de Buenos Aires,2111,1.0,,,1.0,1.0
20086400,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20086500,Ciudad de Buenos Aires,2103,1.0,,,,1.0
20086600,Ciudad de Buenos Aires,2103,1.0,,1.0,1.0,1.0
20086700,Ciudad de Buenos Aires,2101,1.0,,,,1.0
20086800,Ciudad de Buenos Aires,2102,1.0,,,,1.0
20086801,Ciudad de Buenos Aires,2102,1.0,1.0,1.0,1.0,
20086900,Ciudad de Buenos Aires,2101,1.0,,,1.0,
20087000,Ciudad de Buenos Aires,2101,1.0,,,,
20087100,Ciudad de Buenos Aires,2106,1.0,,,,1.0
20087200,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,,
20087201,Ciudad de Buenos Aires,2106,1.0,,1.0,,
20087202,Ciudad de Buenos Aires,2105,1.0,1.0,1.0,,
20087300,Ciudad de Buenos Aires,2106,1.0,,1.0,1.0,1.0
20087400,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20087500,Ciudad de Buenos Aires,2108,1.0,,1.0,1.0,
20087501,Ciudad de Buenos Aires,2108,1.0,,,,1.0
20087600,Ciudad de Buenos Aires,2106,1.0,,,,1.0
20087700,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20087800,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20087900,Ciudad de Buenos Aires,2105,1.0,,1.0,,
20087902,Ciudad de Buenos Aires,2115,1.0,,1.0,,
20087903,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,,
20088000,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20088100,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20088200,Ciudad de Buenos Aires,2106,1.0,,,1.0,
20088300,Ciudad de Buenos Aires,2106,1.0,,,,1.0
20088400,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20088500,Ciudad de Buenos Aires,2106,1.0,1.0,1.0,1.0,1.0
20088600,Ciudad de Buenos Aires,2106,1.0,,1.0,1.0,1.0
20088700,Ciudad de Buenos Aires,2115,1.0,,,1.0,
20088800,Ciudad de Buenos Aires,2103,1.0,,,1.0,
20088900,Ciudad de Buenos Aires,2105,1.0,1.0,1.0,,
20089000,Ciudad de Buenos Aires,2103,1.0,,,,
20089100,Ciudad de Buenos Aires,2110,1.0,1.0,1.0,1.0,
20089200,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20089300,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20089400,Ciudad de Buenos Aires,2110,1.0,,,1.0,
20089500,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20089501,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,,
20089502,Ciudad de Buenos Aires,2111,1.0,,,,1.0
20089600,Ciudad de Buenos Aires,2112,1.0,,,1.0,
20089700,Ciudad de Buenos Aires,2112,1.0,1.0,1.0,1.0,1.0
20089800,Ciudad de Buenos Aires,2111,1.0,,,1.0,
20089900,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,
20089901,Ciudad de Buenos Aires,2111,1.0,,,,1.0
20090100,Ciudad de Buenos Aires,2105,1.0,1.0,1.0,,
20090200,Ciudad de Buenos Aires,2105,1.0,,,1.0,
20090300,Ciudad de Buenos Aires,2111,1.0,,,,1.0
20090400,Ciudad de Buenos Aires,2111,1.0,1.0,1.0,1.0,1.0
20090500,Ciudad de Buenos Aires,2111,,,,,
20090600,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20090700,Ciudad de Buenos Aires,2107,1.0,,,1.0,
20090900,Ciudad de Buenos Aires,2107,1.0,1.0,1.0,,
20091000,Ciudad de Buenos Aires,2106,1.0,,1.0,1.0,1.0
20091100,Ciudad de Buenos Aires,2109,1.0,,,,1.0
20091200,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,1.0
20091400,Ciudad de Buenos Aires,2102,1.0,1.0,1.0,1.0,
20091600,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,
20091800,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,1.0
20092000,Ciudad de Buenos Aires,2102,1.0,,,,1.0
20092100,Ciudad de Buenos Aires,2102,1.0,,1.0,1.0,
20092200,Ciudad de Buenos Aires,2102,1.0,,,1.0,
20092201,Ciudad de Buenos Aires,2102,1.0,1.0,1.0,,
20092202,Ciudad de Buenos Aires,2102,1.0,,,,1.0
20092500,Ciudad de Buenos Aires,2106,1.0,,1.0,1.0,
20092501,Ciudad de Buenos Aires,2106,1.0,,,,1.0
20092600,Ciudad de Buenos Aires,2114,1.0,1.0,1.0,1.0,1.0
20092700,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20092800,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20092900,Ciudad de Buenos Aires,2109,1.0,,,1.0,
20093000,Ciudad de Buenos Aires,2109,1.0,,,,1.0
20093001,Ciudad de Buenos Aires,2109,1.0,,,,1.0
20093100,Ciudad de Buenos Aires,2109,1.0,,1.0,,
20093101,Ciudad de Buenos Aires,2109,1.0,,1.0,,
